GEN		MAX FITNESS
2		fitness: 414.0, genome: [3.95, 3.02, 2.48, 3.083934060237259] 1.3325109366159276
3		fitness: 422.0, genome: [3.95, 3.0, 2.49, 3.083934060237259] 1.6708421406607141
4		fitness: 441.0, genome: [3.95, 3.02, 2.48, 5.0] 0.4378285752934006
5		fitness: 410.0, genome: [3.95, 3.02, 2.48, 5.0] 0.9365129835964419
6		fitness: 457.0, genome: [3.95, 3.02, 2.48, 5.0] 0.6957678074379257
7		fitness: 478.0, genome: [3.95, 5.0, 2.48, 5.0] 1.703227689892777
8		fitness: 432.0, genome: [3.95, 1.0, 2.49, 5.0] 1.3284778754481563
9		fitness: 462.0, genome: [3.95, 1.0, 2.49, 5.0] 1.891462469248031
10		fitness: 417.0, genome: [3.95, 1.0, 2.49, 5.0] 1.8228022771868904
11		fitness: 400.0, genome: [3.95, 2.58, 1.0, 5.0] 0.033592468739957804
12		fitness: 396.0, genome: [3.95, 2.58, 1.0, 5.0] 0.4709838434557603
13		fitness: 411.0, genome: [3.95, 2.58, 1.0, 5.0] 0.016157117682445987
14		fitness: 427.0, genome: [3.93, 2.58, 1.0, 5.0] 0.6968837560592818
15		fitness: 377.0, genome: [3.95, 1.0, 1.0, 5.0] 0.4931849851294048
16		fitness: 337.0, genome: [3.95, 1.8, 1.0, 5.0] 1.1649696038547308
17		fitness: 328.0, genome: [3.95, 1.81, 1.0, 5.0] 0.8158923738071444
18		fitness: 313.0, genome: [3.95, 2.33, 1.0, 5.0] 1.1193115922685413
19		fitness: 301.0, genome: [3.95, 2.35, 1.0, 5.0] 1.497979070802128
20		fitness: 342.0, genome: [3.95, 2.33, 1.01, 5.0] 1.3862031414811558
21		fitness: 319.0, genome: [3.95, 2.33, 1.01, 5.0] 0.20604565337323955
22		fitness: 272.0, genome: [3.93, 1.0, 1.01, 5.0] 1.633747543725551
23		fitness: 250.0, genome: [3.93, 1.0, 1.01, 5.0] 1.069121491780072
24		fitness: 181.0, genome: [3.96, 2.33, 1.01, 5.0] 0.5966522203004561
25		fitness: 347.0, genome: [3.93, 1.0, 1.01, 5.0] 0.35088484571310774
26		fitness: 370.0, genome: [3.93, 1.0, 1.01, 5.0] 0.45563682926706384
27		fitness: 191.0, genome: [3.93, 1.0, 1.01, 5.0] 0.964315805366877
28		fitness: 249.0, genome: [3.93, 1.0, 1.01, 2.2702795517065186] 1.5823954889488696
29		fitness: 319.0, genome: [3.93, 1.0, 1.0, 2.2702795517065186] 1.3905284989613826
30		fitness: 199.0, genome: [3.93, 1.0, 1.0, 2.2552795517065185] 1.3240689154425451
31		fitness: 237.0, genome: [3.93, 1.0, 1.0, 2.2552795517065185] 0.10039129948822345
32		fitness: 288.0, genome: [3.93, 1.45, 1.0, 1.0] 1.5499923072331698
33		fitness: 195.0, genome: [3.93, 1.45, 1.0, 1.0] 0.9815014063447403
34		fitness: 329.0, genome: [3.93, 1.45, 1.0, 1.0] 0.912003188974412

GEN		BEST CHILD
0		fitness: 460.0, genome: [3.95, 3.02, 2.48, 3.083934060237259] 1.6545452339770657
1		fitness: 414.0, genome: [3.95, 3.02, 2.48, 3.083934060237259] 1.8309152654720235
2		fitness: 422.0, genome: [3.95, 3.0, 2.49, 3.083934060237259] 0.8262657730044638
3		fitness: 441.0, genome: [3.95, 3.02, 2.48, 5.0] 0.569063600252613
4		fitness: 410.0, genome: [3.95, 3.02, 2.48, 5.0] 1.2262044632861209
5		fitness: 457.0, genome: [3.95, 3.02, 2.48, 5.0] 1.7450488712288854
6		fitness: 478.0, genome: [3.95, 5.0, 2.48, 5.0] 0.20303379335595917
7		fitness: 432.0, genome: [3.95, 1.0, 2.49, 5.0] 0.8125537759102497
8		fitness: 462.0, genome: [3.95, 1.0, 2.49, 5.0] 0.8664416582025101
9		fitness: 417.0, genome: [3.95, 1.0, 2.49, 5.0] 0.30078482284876995
10		fitness: 400.0, genome: [3.95, 2.58, 1.0, 5.0] 1.5962073940568184
11		fitness: 396.0, genome: [3.95, 2.58, 1.0, 5.0] 1.160626749384097
12		fitness: 411.0, genome: [3.95, 2.58, 1.0, 5.0] 1.1579930899389874
13		fitness: 427.0, genome: [3.93, 2.58, 1.0, 5.0] 0.7425273233144394
14		fitness: 377.0, genome: [3.95, 1.0, 1.0, 5.0] 0.7998908181223245
15		fitness: 337.0, genome: [3.95, 1.8, 1.0, 5.0] 1.772370364251355
16		fitness: 328.0, genome: [3.95, 1.81, 1.0, 5.0] 1.2923141477579116
17		fitness: 313.0, genome: [3.95, 2.33, 1.0, 5.0] 0.7620899347638541
18		fitness: 301.0, genome: [3.95, 2.35, 1.0, 5.0] 1.1996418611589639
19		fitness: 342.0, genome: [3.95, 2.33, 1.01, 5.0] 0.7041417801683376
20		fitness: 319.0, genome: [3.95, 2.33, 1.01, 5.0] 0.08964216947911918
21		fitness: 272.0, genome: [3.93, 1.0, 1.01, 5.0] 1.1341255324295891
22		fitness: 250.0, genome: [3.93, 1.0, 1.01, 5.0] 1.8196186770483769
23		fitness: 181.0, genome: [3.96, 2.33, 1.01, 5.0] 0.6009745880753274
24		fitness: 347.0, genome: [3.93, 1.0, 1.01, 5.0] 0.3495861616244209
25		fitness: 370.0, genome: [3.93, 1.0, 1.01, 5.0] 0.7126119505982156
26		fitness: 191.0, genome: [3.93, 1.0, 1.01, 5.0] 0.7468289459887472
27		fitness: 249.0, genome: [3.93, 1.0, 1.01, 2.2702795517065186] 0.6934704105213823
28		fitness: 319.0, genome: [3.93, 1.0, 1.0, 2.2702795517065186] 0.6559601029691859
29		fitness: 199.0, genome: [3.93, 1.0, 1.0, 2.2552795517065185] 0.4474533782926844
30		fitness: 237.0, genome: [3.93, 1.0, 1.0, 2.2552795517065185] 0.4112738570620953
31		fitness: 288.0, genome: [3.93, 1.45, 1.0, 1.0] 1.4924507387169303
32		fitness: 195.0, genome: [3.93, 1.45, 1.0, 1.0] 0.7254321337626852
33		fitness: 329.0, genome: [3.93, 1.45, 1.0, 1.0] 1.22719159589079
34		fitness: 221.0, genome: [3.93, 5.0, 1.0, 1.0] 0.7721603589620525

