GEN		MAX FITNESS
21		fitness: 295.0, genome: [5.0, 1.0, 1.0, 5.0] 1.9575832381787805
22		fitness: 372.0, genome: [5.0, 1.0, 1.0, 5.0] 0.28880859712892937
23		fitness: 422.0, genome: [5.0, 1.0, 1.0, 1.8031774821902065] 0.904120822866116
24		fitness: 422.0, genome: [5.0, 1.0, 1.0, 1.8031774821902065] 1.6820436782325199
25		fitness: 397.0, genome: [5.0, 1.0, 3.98, 5.0] 0.9659702203785492
26		fitness: 405.0, genome: [5.0, 1.01, 1.0, 1.8031774821902065] 1.297797141751522
27		fitness: 405.0, genome: [5.0, 1.01, 1.0, 1.8031774821902065] 1.8907204798193205
28		fitness: 396.0, genome: [5.0, 1.0, 1.01, 1.8031774821902065] 0.09564433424495822
29		fitness: 349.0, genome: [5.0, 3.64, 1.0, 1.8031774821902065] 1.2224080704618694
30		fitness: 343.0, genome: [5.0, 3.64, 1.0, 4.211912624546973] 1.2971764928833585
31		fitness: 359.0, genome: [5.0, 4.54, 1.0, 4.211912624546973] 0.2512644951143146
32		fitness: 359.0, genome: [5.0, 4.54, 1.0, 4.211912624546973] 0.127545376455942
33		fitness: 371.0, genome: [5.0, 4.51, 1.0, 4.211912624546973] 0.4179479607184522
34		fitness: 371.0, genome: [5.0, 4.51, 1.0, 4.211912624546973] 1.9854517776894411

GEN		BEST PARENT
0		fitness: 0.0, genome: [4.29, 4.52, 3.97, 1.7383117220487283] 0.7674245908369504
1		fitness: 467.0, genome: [1.46, 2.03, 1.06, 4.752637798863461] 1.9559106231229955
2		fitness: 354.0, genome: [1.44, 2.03, 1.06, 4.752637798863461] 1.9380610985801714
3		fitness: 429.0, genome: [1.44, 2.03, 1.06, 5.0] 0.5410869202175959
4		fitness: 427.0, genome: [1.44, 2.03, 1.08, 5.0] 0.8155712807944091
5		fitness: 475.0, genome: [1.44, 2.03, 1.08, 4.76763779886346] 0.9800099579513342
6		fitness: 470.0, genome: [1.44, 2.03, 1.08, 4.752637798863461] 0.07796364121593102
7		fitness: 446.0, genome: [1.89, 2.03, 1.08, 5.0] 1.3234816616836098
8		fitness: 477.0, genome: [1.89, 2.03, 1.0, 5.0] 0.4492848314189333
9		fitness: 347.0, genome: [4.8, 2.03, 1.08, 5.0] 0.9430325281948633
10		fitness: 257.0, genome: [1.46, 2.01, 1.06, 5.0] 0.7505140221457354
11		fitness: 440.0, genome: [4.8, 2.0, 1.06, 5.0] 1.5799596417215152
12		fitness: 461.0, genome: [1.47, 1.0, 1.06, 5.0] 0.5632808520830475
13		fitness: 289.0, genome: [1.47, 1.0, 1.06, 5.0] 1.2182697527236168
14		fitness: 410.0, genome: [1.47, 1.0, 1.06, 5.0] 1.0611020139909422
15		fitness: 470.0, genome: [1.47, 1.0, 1.0, 5.0] 0.6418521369824144
16		fitness: 333.0, genome: [1.47, 1.0, 1.0, 5.0] 0.7015609849533537
17		fitness: 443.0, genome: [4.49, 1.0, 1.0, 5.0] 0.33938957683729853
18		fitness: 375.0, genome: [4.49, 1.0, 1.0, 5.0] 0.38806769363192917
19		fitness: 282.0, genome: [4.49, 1.0, 1.0, 5.0] 1.1404489925204295
20		fitness: 335.0, genome: [4.49, 1.0, 1.0, 5.0] 0.6228965388188201
21		fitness: 295.0, genome: [5.0, 1.0, 1.0, 5.0] 0.5413221449480998
22		fitness: 169.0, genome: [5.0, 1.0, 1.0, 5.0] 0.5455900449537068
23		fitness: 372.0, genome: [5.0, 1.0, 1.0, 5.0] 1.929865744455019
24		fitness: 422.0, genome: [5.0, 1.0, 1.0, 1.8031774821902065] 0.5184052955153482
25		fitness: 397.0, genome: [5.0, 1.0, 3.98, 5.0] 0.8756836314300573
26		fitness: 288.0, genome: [5.0, 1.01, 1.0, 1.8031774821902065] 0.0020956681705031066
27		fitness: 405.0, genome: [5.0, 1.01, 1.0, 1.8031774821902065] 1.1501048666678582
28		fitness: 396.0, genome: [5.0, 1.0, 1.01, 1.8031774821902065] 1.7644232412294911
29		fitness: 349.0, genome: [5.0, 3.64, 1.0, 1.8031774821902065] 1.748594456032947
30		fitness: 343.0, genome: [5.0, 3.64, 1.0, 4.211912624546973] 0.4715932010782127
31		fitness: 310.0, genome: [5.0, 4.54, 1.0, 4.211912624546973] 1.5656761096736733
32		fitness: 359.0, genome: [5.0, 4.54, 1.0, 4.211912624546973] 0.9255941027279146
33		fitness: 303.0, genome: [5.0, 4.51, 1.0, 4.211912624546973] 0.12987339931124464
34		fitness: 371.0, genome: [5.0, 4.51, 1.0, 4.211912624546973] 0.867810912730721

GEN		BEST CHILD
0		fitness: 467.0, genome: [1.46, 2.03, 1.06, 4.752637798863461] 1.9848532895866962
1		fitness: 354.0, genome: [1.44, 2.03, 1.06, 4.752637798863461] 1.3184127404677524
2		fitness: 429.0, genome: [1.44, 2.03, 1.06, 5.0] 0.9113515480430725
3		fitness: 427.0, genome: [1.44, 2.03, 1.08, 5.0] 0.44130477208625596
4		fitness: 475.0, genome: [1.44, 2.03, 1.08, 4.76763779886346] 0.972744116453031
5		fitness: 470.0, genome: [1.44, 2.03, 1.08, 4.752637798863461] 0.7029222770301522
6		fitness: 446.0, genome: [1.89, 2.03, 1.08, 5.0] 1.6824088509045563
7		fitness: 477.0, genome: [1.89, 2.03, 1.0, 5.0] 0.6441358006568525
8		fitness: 347.0, genome: [4.8, 2.03, 1.08, 5.0] 0.2976416329675007
9		fitness: 257.0, genome: [1.46, 2.01, 1.06, 5.0] 1.3157926548783823
10		fitness: 440.0, genome: [4.8, 2.0, 1.06, 5.0] 1.153672735702094
11		fitness: 461.0, genome: [1.47, 1.0, 1.06, 5.0] 0.0313423546397571
12		fitness: 289.0, genome: [1.47, 1.0, 1.06, 5.0] 0.24731856347321113
13		fitness: 410.0, genome: [1.47, 1.0, 1.06, 5.0] 0.44295670345906424
14		fitness: 470.0, genome: [1.47, 1.0, 1.0, 5.0] 0.44723910734680583
15		fitness: 333.0, genome: [1.47, 1.0, 1.0, 5.0] 1.013773962914491
16		fitness: 443.0, genome: [4.49, 1.0, 1.0, 5.0] 0.04105493027719498
17		fitness: 375.0, genome: [4.49, 1.0, 1.0, 5.0] 0.9765144631570728
18		fitness: 282.0, genome: [4.49, 1.0, 1.0, 5.0] 1.672923205631425
19		fitness: 335.0, genome: [4.49, 1.0, 1.0, 5.0] 1.880120588310876
20		fitness: 295.0, genome: [5.0, 1.0, 1.0, 5.0] 1.2118225178097934
21		fitness: 169.0, genome: [5.0, 1.0, 1.0, 5.0] 0.6627414854525064
22		fitness: 372.0, genome: [5.0, 1.0, 1.0, 5.0] 0.8431831512508183
23		fitness: 422.0, genome: [5.0, 1.0, 1.0, 1.8031774821902065] 1.9362070731770213
24		fitness: 397.0, genome: [5.0, 1.0, 3.98, 5.0] 1.0856311813982327
25		fitness: 288.0, genome: [5.0, 1.01, 1.0, 1.8031774821902065] 0.03420015595681525
26		fitness: 405.0, genome: [5.0, 1.01, 1.0, 1.8031774821902065] 0.6257472101736108
27		fitness: 396.0, genome: [5.0, 1.0, 1.01, 1.8031774821902065] 1.1720470231358249
28		fitness: 349.0, genome: [5.0, 3.64, 1.0, 1.8031774821902065] 0.4087351423567662
29		fitness: 343.0, genome: [5.0, 3.64, 1.0, 4.211912624546973] 0.9015771279703673
30		fitness: 310.0, genome: [5.0, 4.54, 1.0, 4.211912624546973] 0.8803735070499801
31		fitness: 359.0, genome: [5.0, 4.54, 1.0, 4.211912624546973] 1.1860984551937017
32		fitness: 303.0, genome: [5.0, 4.51, 1.0, 4.211912624546973] 0.5889270389275023
33		fitness: 371.0, genome: [5.0, 4.51, 1.0, 4.211912624546973] 0.649504462551215
34		fitness: 366.0, genome: [2.99, 4.51, 1.0, 4.211912624546973] 1.7803009011093012

