GEN		MAX FITNESS
9		fitness: 275.0, genome: [4.97, 3.67, 4.18, 4.442447008407567] 1.2778260343371899
10		fitness: 303.0, genome: [4.97, 3.65, 4.18, 1.9975283131471215] 1.2447723270782662
11		fitness: 303.0, genome: [4.97, 3.65, 4.18, 1.9975283131471215] 1.7696547019375077
12		fitness: 305.0, genome: [4.97, 1.0, 2.1, 5.0] 1.6294146609743239
13		fitness: 305.0, genome: [4.97, 1.0, 2.1, 5.0] 1.5182039771339253
14		fitness: 287.0, genome: [4.97, 1.01, 2.43, 5.0] 1.2101988348830672
15		fitness: 287.0, genome: [4.97, 1.01, 2.43, 5.0] 0.8518529046495018
16		fitness: 276.0, genome: [4.97, 1.01, 5.0, 5.0] 1.5138141273000845
17		fitness: 314.0, genome: [4.97, 1.01, 2.4, 5.0] 0.2565763602982922
18		fitness: 314.0, genome: [4.97, 1.01, 2.4, 5.0] 1.5723564168190005
19		fitness: 286.0, genome: [4.97, 1.01, 2.56, 5.0] 0.9577166778745272
20		fitness: 296.0, genome: [4.97, 1.01, 2.56, 5.0] 1.857945079245926
21		fitness: 296.0, genome: [4.97, 1.01, 2.56, 5.0] 0.44047968985409325
22		fitness: 240.0, genome: [4.97, 1.01, 2.56, 5.0] 0.4359585916730806
23		fitness: 240.0, genome: [4.97, 1.01, 2.56, 5.0] 0.631358252778903
24		fitness: 268.0, genome: [4.97, 1.0, 2.56, 4.400535003029728] 0.695546709697932
25		fitness: 290.0, genome: [4.97, 1.0, 2.57, 5.0] 0.18433402045582903
26		fitness: 290.0, genome: [4.97, 1.0, 2.57, 5.0] 1.748376502553896
27		fitness: 282.0, genome: [4.97, 1.0, 2.59, 5.0] 1.9031539459811966
28		fitness: 368.0, genome: [4.97, 1.0, 1.0, 5.0] 0.17718133183162155
29		fitness: 368.0, genome: [4.97, 1.0, 1.0, 5.0] 0.10102049322643691
30		fitness: 460.0, genome: [4.97, 1.0, 1.0, 5.0] 0.5251212221941488
31		fitness: 460.0, genome: [4.97, 1.0, 1.0, 5.0] 1.7441264356726591
32		fitness: 417.0, genome: [4.97, 1.0, 1.0, 5.0] 0.15480498054174952
33		fitness: 390.0, genome: [4.97, 1.0, 1.0, 5.0] 0.7731217770076046
34		fitness: 340.0, genome: [4.96, 1.0, 1.0, 5.0] 1.0230449381644846

GEN		BEST PARENT
0		fitness: 0.0, genome: [1.52, 3.39, 1.49, 4.383416201237603] 1.0134454912855841
1		fitness: 500.0, genome: [2.25, 4.3, 4.16, 3.037598131683218] 0.9822850865049335
2		fitness: 437.0, genome: [2.25, 4.3, 4.16, 3.0525981316832183] 0.6225290484221182
3		fitness: 321.0, genome: [5.0, 3.68, 4.16, 4.427447008407567] 0.8271383584143122
4		fitness: 355.0, genome: [4.99, 3.68, 4.16, 4.427447008407567] 0.5941631204768185
5		fitness: 391.0, genome: [5.0, 3.68, 4.18, 4.427447008407567] 1.4632412186981134
6		fitness: 437.0, genome: [4.99, 3.68, 4.18, 4.442447008407567] 1.5956939159614967
7		fitness: 340.0, genome: [4.99, 3.67, 4.18, 4.442447008407567] 0.9248492275402065
8		fitness: 477.0, genome: [4.97, 3.67, 4.18, 4.442447008407567] 1.7326040467063109
9		fitness: 275.0, genome: [4.97, 3.67, 4.18, 4.442447008407567] 1.462614607601868
10		fitness: 247.0, genome: [4.97, 3.65, 4.18, 4.442447008407567] 0.9950400941881865
11		fitness: 303.0, genome: [4.97, 3.65, 4.18, 1.9975283131471215] 0.45203127829697154
12		fitness: 237.0, genome: [4.97, 3.65, 2.25, 1.9975283131471215] 1.751245031767169
13		fitness: 305.0, genome: [4.97, 1.0, 2.1, 5.0] 0.15857813063252646
14		fitness: 235.0, genome: [4.97, 1.0, 2.43, 5.0] 0.9455400436985812
15		fitness: 287.0, genome: [4.97, 1.01, 2.43, 5.0] 0.2915720956208825
16		fitness: 276.0, genome: [4.97, 1.01, 5.0, 5.0] 1.9077542761877528
17		fitness: 211.0, genome: [4.97, 1.01, 5.0, 5.0] 1.295590323586344
18		fitness: 314.0, genome: [4.97, 1.01, 2.4, 5.0] 1.965443101278828
19		fitness: 269.0, genome: [4.97, 1.01, 2.56, 5.0] 0.04198299424328722
20		fitness: 286.0, genome: [4.97, 1.01, 2.56, 5.0] 1.5471432340825015
21		fitness: 296.0, genome: [4.97, 1.01, 2.56, 5.0] 1.655951751976654
22		fitness: 225.0, genome: [4.97, 1.01, 2.56, 5.0] 1.8664374404165158
23		fitness: 240.0, genome: [4.97, 1.01, 2.56, 5.0] 0.9776356796010459
24		fitness: 236.0, genome: [4.97, 1.01, 2.56, 1.2691038786716575] 0.6117811114343792
25		fitness: 268.0, genome: [4.97, 1.0, 2.56, 4.400535003029728] 0.9812924300450339
26		fitness: 290.0, genome: [4.97, 1.0, 2.57, 5.0] 1.6027704638901603
27		fitness: 256.0, genome: [4.97, 1.0, 2.57, 5.0] 1.5776678733303957
28		fitness: 282.0, genome: [4.97, 1.0, 2.59, 5.0] 1.684411020370289
29		fitness: 368.0, genome: [4.97, 1.0, 1.0, 5.0] 0.9914586435730368
30		fitness: 325.0, genome: [4.97, 1.0, 1.0, 5.0] 1.3417546950276162
31		fitness: 460.0, genome: [4.97, 1.0, 1.0, 5.0] 0.2481568495080968
32		fitness: 417.0, genome: [4.97, 1.0, 1.0, 5.0] 1.007420102802531
33		fitness: 390.0, genome: [4.97, 1.0, 1.0, 5.0] 1.1096080092222436
34		fitness: 340.0, genome: [4.96, 1.0, 1.0, 5.0] 1.8410453942405975

GEN		BEST CHILD
0		fitness: 500.0, genome: [2.25, 4.3, 4.16, 3.037598131683218] 0.7475890311004547
1		fitness: 437.0, genome: [2.25, 4.3, 4.16, 3.0525981316832183] 0.4031446383904844
2		fitness: 321.0, genome: [5.0, 3.68, 4.16, 4.427447008407567] 1.1028593356096048
3		fitness: 355.0, genome: [4.99, 3.68, 4.16, 4.427447008407567] 0.28583340398615653
4		fitness: 391.0, genome: [5.0, 3.68, 4.18, 4.427447008407567] 0.7450824016766764
5		fitness: 437.0, genome: [4.99, 3.68, 4.18, 4.442447008407567] 0.21487459849579515
6		fitness: 340.0, genome: [4.99, 3.67, 4.18, 4.442447008407567] 0.5544730810308458
7		fitness: 477.0, genome: [4.97, 3.67, 4.18, 4.442447008407567] 0.5031453802056951
8		fitness: 275.0, genome: [4.97, 3.67, 4.18, 4.442447008407567] 0.5816874968927783
9		fitness: 247.0, genome: [4.97, 3.65, 4.18, 4.442447008407567] 0.4449186952604449
10		fitness: 303.0, genome: [4.97, 3.65, 4.18, 1.9975283131471215] 1.4034547653215845
11		fitness: 237.0, genome: [4.97, 3.65, 2.25, 1.9975283131471215] 1.8380395478876332
12		fitness: 305.0, genome: [4.97, 1.0, 2.1, 5.0] 0.33422567123028735
13		fitness: 235.0, genome: [4.97, 1.0, 2.43, 5.0] 0.2179626111702293
14		fitness: 287.0, genome: [4.97, 1.01, 2.43, 5.0] 1.5743789456880735
15		fitness: 276.0, genome: [4.97, 1.01, 5.0, 5.0] 1.2206962916557493
16		fitness: 211.0, genome: [4.97, 1.01, 5.0, 5.0] 0.6039460165476815
17		fitness: 314.0, genome: [4.97, 1.01, 2.4, 5.0] 0.15962428658152827
18		fitness: 269.0, genome: [4.97, 1.01, 2.56, 5.0] 1.5350515073068276
19		fitness: 286.0, genome: [4.97, 1.01, 2.56, 5.0] 0.6771414584338076
20		fitness: 296.0, genome: [4.97, 1.01, 2.56, 5.0] 0.056256852879505326
21		fitness: 225.0, genome: [4.97, 1.01, 2.56, 5.0] 1.1839299939405437
22		fitness: 240.0, genome: [4.97, 1.01, 2.56, 5.0] 1.7308961213283427
23		fitness: 236.0, genome: [4.97, 1.01, 2.56, 1.2691038786716575] 1.8258274889033907
24		fitness: 268.0, genome: [4.97, 1.0, 2.56, 4.400535003029728] 0.5350949658737725
25		fitness: 290.0, genome: [4.97, 1.0, 2.57, 5.0] 1.1243592833660065
26		fitness: 256.0, genome: [4.97, 1.0, 2.57, 5.0] 1.6119810072084717
27		fitness: 282.0, genome: [4.97, 1.0, 2.59, 5.0] 1.5612470377135477
28		fitness: 368.0, genome: [4.97, 1.0, 1.0, 5.0] 1.8760091481664503
29		fitness: 325.0, genome: [4.97, 1.0, 1.0, 5.0] 0.8804147912164499
30		fitness: 460.0, genome: [4.97, 1.0, 1.0, 5.0] 1.5959204536455418
31		fitness: 417.0, genome: [4.97, 1.0, 1.0, 5.0] 1.9981608364022578
32		fitness: 390.0, genome: [4.97, 1.0, 1.0, 5.0] 0.45433300188858294
33		fitness: 340.0, genome: [4.96, 1.0, 1.0, 5.0] 0.791678820062635
34		fitness: 327.0, genome: [4.96, 1.0, 1.0, 4.208321179937365] 1.0803682405493908

