GEN		MAX FITNESS
8		fitness: 241.0, genome: [2.25, 1.0, 2.08, 3.9290448601325396] 1.1963106910144614
9		fitness: 289.0, genome: [2.23, 1.0, 1.35, 3.9290448601325396] 0.8670145210293527
10		fitness: 344.0, genome: [2.25, 1.0, 1.35, 3.9290448601325396] 0.6569674462505866
11		fitness: 350.0, genome: [2.23, 1.0, 1.35, 3.9290448601325396] 1.316180835101247
12		fitness: 373.0, genome: [2.23, 1.0, 1.35, 3.9140448601325395] 0.20615425965234535
13		fitness: 440.0, genome: [2.23, 1.0, 1.35, 3.9290448601325396] 1.5367393872788573
14		fitness: 342.0, genome: [2.22, 1.0, 1.35, 3.9140448601325395] 1.1828697543708437
15		fitness: 310.0, genome: [2.22, 1.01, 1.35, 3.9140448601325395] 0.9464015955245795
16		fitness: 372.0, genome: [2.2, 1.01, 1.35, 3.9140448601325395] 0.45327408046038653
17		fitness: 350.0, genome: [2.22, 1.0, 1.35, 5.0] 0.09078851994328252
18		fitness: 381.0, genome: [2.22, 1.0, 1.35, 5.0] 1.586964944954427
19		fitness: 303.0, genome: [5.0, 1.01, 1.35, 3.9140448601325395] 0.49393726240156055
20		fitness: 362.0, genome: [5.0, 1.01, 1.0, 3.9140448601325395] 0.43172621089971464
21		fitness: 413.0, genome: [5.0, 1.01, 1.0, 3.9140448601325395] 0.6588287072681238
22		fitness: 386.0, genome: [5.0, 1.01, 1.0, 3.9140448601325395] 1.5201882418526984
23		fitness: 381.0, genome: [5.0, 1.01, 1.0, 3.9140448601325395] 0.14986715135536688
24		fitness: 370.0, genome: [5.0, 1.01, 1.0, 5.0] 0.5219428851877652
25		fitness: 347.0, genome: [5.0, 1.01, 1.01, 3.9140448601325395] 0.17791202675405549
26		fitness: 439.0, genome: [5.0, 1.01, 1.01, 5.0] 0.464876971056732
27		fitness: 322.0, genome: [5.0, 1.01, 1.01, 5.0] 0.9045801097430355
28		fitness: 381.0, genome: [5.0, 1.01, 1.01, 2.494882741837899] 0.8034600723089169
29		fitness: 394.0, genome: [5.0, 1.0, 1.01, 2.494882741837899] 0.20162079091229335
30		fitness: 251.0, genome: [5.0, 1.0, 1.0, 2.494882741837899] 1.9639802532166764
31		fitness: 274.0, genome: [5.0, 1.0, 1.0, 2.494882741837899] 0.9900169275319146
32		fitness: 258.0, genome: [5.0, 1.0, 1.0, 2.479882741837899] 0.6676946107885884
33		fitness: 368.0, genome: [5.0, 1.0, 1.0, 5.0] 1.7872577318999898
34		fitness: 298.0, genome: [5.0, 1.0, 1.0, 5.0] 1.3303878561024338

GEN		BEST CHILD
0		fitness: 337.0, genome: [2.23, 1.83, 2.08, 4.219443032466339] 1.1432635714196222
1		fitness: 407.0, genome: [2.23, 1.81, 2.08, 4.219443032466339] 1.2399908862669962
2		fitness: 500.0, genome: [2.23, 1.83, 2.06, 1.9290448601325394] 0.7590581276200294
3		fitness: 329.0, genome: [1.0, 1.83, 2.08, 1.0] 0.10727429332302552
4		fitness: 133.0, genome: [2.23, 1.83, 2.08, 1.9140448601325395] 0.9270228819996698
5		fitness: 213.0, genome: [2.23, 1.83, 2.08, 1.8990448601325396] 0.7098499515920946
6		fitness: 259.0, genome: [2.25, 1.83, 2.08, 3.9290448601325396] 1.1374569238558807
7		fitness: 241.0, genome: [2.25, 1.0, 2.08, 3.9290448601325396] 1.023251875469622
8		fitness: 289.0, genome: [2.23, 1.0, 1.35, 3.9290448601325396] 0.7618405984100287
9		fitness: 344.0, genome: [2.25, 1.0, 1.35, 3.9290448601325396] 1.9508841420134422
10		fitness: 350.0, genome: [2.23, 1.0, 1.35, 3.9290448601325396] 0.9281968548979935
11		fitness: 373.0, genome: [2.23, 1.0, 1.35, 3.9140448601325395] 1.4139376601359257
12		fitness: 440.0, genome: [2.23, 1.0, 1.35, 3.9290448601325396] 1.5326969312718315
13		fitness: 342.0, genome: [2.22, 1.0, 1.35, 3.9140448601325395] 0.6415535809257291
14		fitness: 310.0, genome: [2.22, 1.01, 1.35, 3.9140448601325395] 1.796273434475215
15		fitness: 372.0, genome: [2.2, 1.01, 1.35, 3.9140448601325395] 1.8108898030508624
16		fitness: 350.0, genome: [2.22, 1.0, 1.35, 5.0] 0.2624859025145936
17		fitness: 381.0, genome: [2.22, 1.0, 1.35, 5.0] 0.11795165900697646
18		fitness: 303.0, genome: [5.0, 1.01, 1.35, 3.9140448601325395] 1.2528900426532525
19		fitness: 362.0, genome: [5.0, 1.01, 1.0, 3.9140448601325395] 0.9805153010907917
20		fitness: 413.0, genome: [5.0, 1.01, 1.0, 3.9140448601325395] 1.4205600395802163
21		fitness: 386.0, genome: [5.0, 1.01, 1.0, 3.9140448601325395] 1.2004402436813604
22		fitness: 381.0, genome: [5.0, 1.01, 1.0, 3.9140448601325395] 0.947561286177697
23		fitness: 370.0, genome: [5.0, 1.01, 1.0, 5.0] 0.4763204510746357
24		fitness: 347.0, genome: [5.0, 1.01, 1.01, 3.9140448601325395] 1.7253024455437556
25		fitness: 439.0, genome: [5.0, 1.01, 1.01, 5.0] 1.9866029646494041
26		fitness: 322.0, genome: [5.0, 1.01, 1.01, 5.0] 0.5051172581621011
27		fitness: 381.0, genome: [5.0, 1.01, 1.01, 2.494882741837899] 1.894680954031127
28		fitness: 394.0, genome: [5.0, 1.0, 1.01, 2.494882741837899] 0.10297154162017086
29		fitness: 251.0, genome: [5.0, 1.0, 1.0, 2.494882741837899] 0.5462192405721293
30		fitness: 274.0, genome: [5.0, 1.0, 1.0, 2.494882741837899] 1.9167565139233946
31		fitness: 258.0, genome: [5.0, 1.0, 1.0, 2.479882741837899] 1.6026018274810943
32		fitness: 368.0, genome: [5.0, 1.0, 1.0, 5.0] 1.7480692818328831
33		fitness: 298.0, genome: [5.0, 1.0, 1.0, 5.0] 1.8987686478080807
34		fitness: 336.0, genome: [5.0, 1.0, 1.0, 5.0] 0.7031819444134453

